id,name,qty,sales,purchase,product_id/id,package_type_id/id
marin.product_packaging_1017,50kg,0.05,True,True,marin.product_product_1206,marin.stock_package_type_43
marin.product_packaging_1018,50kg,0.05,True,True,marin.product_product_1207,marin.stock_package_type_43
marin.product_packaging_1019,50kg,0.05,True,True,marin.product_product_1208,marin.stock_package_type_43
marin.product_packaging_1020,50kg,0.05,True,True,marin.product_product_1209,marin.stock_package_type_43
marin.product_packaging_1021,12x1,12.0,True,True,marin.product_product_1212,marin.stock_package_type_8
marin.product_packaging_1022,12x1,12.0,True,True,marin.product_product_1216,marin.stock_package_type_8
marin.product_packaging_1023,12x1,12.0,True,True,marin.product_product_1221,marin.stock_package_type_8
marin.product_packaging_1024,12x1,12.0,True,True,marin.product_product_1224,marin.stock_package_type_8
marin.product_packaging_1025,6x1,6.0,True,True,marin.product_product_1228,marin.stock_package_type_31
marin.product_packaging_1026,12x1,12.0,True,True,marin.product_product_1229,marin.stock_package_type_8
marin.product_packaging_1027,50kg,0.05,True,True,marin.product_product_1234,marin.stock_package_type_43
marin.product_packaging_1028,12X1,1.0,True,True,marin.product_product_1236,marin.stock_package_type_8
marin.product_packaging_1029,20x1,20.0,True,True,marin.product_product_1242,marin.stock_package_type_15
marin.product_packaging_1030,6x1,6.0,True,True,marin.product_product_1243,marin.stock_package_type_29
marin.product_packaging_1031,12x1,12.0,True,True,marin.product_product_1244,marin.stock_package_type_8
marin.product_packaging_1032,20x1,20.0,True,True,marin.product_product_1245,marin.stock_package_type_19
marin.product_packaging_1033,12x1,12.0,True,True,marin.product_product_1246,marin.stock_package_type_8
marin.product_packaging_1034,20x1,20.0,True,True,marin.product_product_1250,marin.stock_package_type_18
marin.product_packaging_1035,12x1,12.0,True,True,marin.product_product_1252,marin.stock_package_type_8
marin.product_packaging_1036,12x1,12.0,True,True,marin.product_product_1253,marin.stock_package_type_8
marin.product_packaging_1037,4x1,4.0,True,True,marin.product_product_1254,marin.stock_package_type_25
marin.product_packaging_1038,12x1,1.0,True,True,marin.product_product_1255,marin.stock_package_type_8
marin.product_packaging_1039,12x1,1.0,True,True,marin.product_product_1256,marin.stock_package_type_8
marin.product_packaging_1040,12x1,12.0,True,True,marin.product_product_1260,marin.stock_package_type_29
marin.product_packaging_1041,12x1,12.0,True,True,marin.product_product_1261,marin.stock_package_type_8
marin.product_packaging_1042,12x1,12.0,True,True,marin.product_product_1262,marin.stock_package_type_8
marin.product_packaging_1043,21x1,21.0,True,True,marin.product_product_1279,marin.stock_package_type_19
marin.product_packaging_1044,15x1,15.0,True,True,marin.product_product_1280,marin.stock_package_type_6
marin.product_packaging_1045,10x1,10.0,True,True,marin.product_product_1281,marin.stock_package_type_2
marin.product_packaging_1046,1x20,1.0,True,True,marin.product_product_1297,marin.stock_package_type_37
marin.product_packaging_1047,12x1,12.0,True,True,marin.product_product_1298,marin.stock_package_type_8
marin.product_packaging_1048,12x1,12.0,True,True,marin.product_product_1307,marin.stock_package_type_8
marin.product_packaging_1049,12x1,12.0,True,True,marin.product_product_1310,marin.stock_package_type_8
marin.product_packaging_1050,12x1,12.0,True,True,marin.product_product_1312,marin.stock_package_type_8
marin.product_packaging_1051,1x20,1.0,True,True,marin.product_product_1316,marin.stock_package_type_37
marin.product_packaging_1052,12x1,12.0,True,True,marin.product_product_1323,marin.stock_package_type_8
marin.product_packaging_1053,12X1,1.0,True,True,marin.product_product_1333,marin.stock_package_type_8
marin.product_packaging_1054,1x20,1.0,True,True,marin.product_product_1344,marin.stock_package_type_37
marin.product_packaging_1055,12x1,12.0,True,True,marin.product_product_1346,marin.stock_package_type_8
marin.product_packaging_1056,12x1,12.0,True,True,marin.product_product_1347,marin.stock_package_type_8
marin.product_packaging_1057,24x1,24.0,True,True,marin.product_product_1351,marin.stock_package_type_12
marin.product_packaging_1058,12x1,12.0,True,True,marin.product_product_1352,marin.stock_package_type_12
marin.product_packaging_1059,50kg,0.05,True,True,marin.product_product_1359,marin.stock_package_type_43
marin.product_packaging_1060,12x1,12.0,True,True,marin.product_product_1364,marin.stock_package_type_8
marin.product_packaging_1061,10x1,10.0,True,True,marin.product_product_1367,marin.stock_package_type_4
marin.product_packaging_1062,12x1,12.0,True,True,marin.product_product_1372,marin.stock_package_type_8
marin.product_packaging_1063,1x20,1.0,True,True,marin.product_product_1373,marin.stock_package_type_37
marin.product_packaging_1064,12x1,12.0,True,True,marin.product_product_1377,marin.stock_package_type_8
marin.product_packaging_1065,12x1,12.0,True,True,marin.product_product_1378,marin.stock_package_type_8
marin.product_packaging_1066,12x1,12.0,True,True,marin.product_product_1383,marin.stock_package_type_11
marin.product_packaging_1067,12x1,12.0,True,True,marin.product_product_1384,marin.stock_package_type_33
marin.product_packaging_1068,20x1,20.0,True,True,marin.product_product_1396,marin.stock_package_type_15
marin.product_packaging_1069,10x1,10.0,True,True,marin.product_product_1397,marin.stock_package_type_5
marin.product_packaging_1070,16x1,16.0,True,True,marin.product_product_1400,marin.stock_package_type_13
marin.product_packaging_1071,16x1,16.0,True,True,marin.product_product_1401,marin.stock_package_type_13
marin.product_packaging_1072,12x1,12.0,True,True,marin.product_product_1403,marin.stock_package_type_29
marin.product_packaging_1073,16x1,16.0,True,True,marin.product_product_1404,marin.stock_package_type_13
marin.product_packaging_1074,2x1,2.0,True,True,marin.product_product_1405,marin.stock_package_type_23
marin.product_packaging_1075,8x1,8.0,True,True,marin.product_product_1410,marin.stock_package_type_32
marin.product_packaging_1076,12x1,12.0,True,True,marin.product_product_1411,marin.stock_package_type_8
marin.product_packaging_1077,12x1,12.0,True,True,marin.product_product_1419,marin.stock_package_type_8
marin.product_packaging_1078,10x1,10.0,True,True,marin.product_product_1420,marin.stock_package_type_2
marin.product_packaging_1079,12x1,12.0,True,True,marin.product_product_1422,marin.stock_package_type_8
marin.product_packaging_1080,12x1,12.0,True,True,marin.product_product_1441,marin.stock_package_type_8
marin.product_packaging_1081,1x20,1.0,True,True,marin.product_product_1442,marin.stock_package_type_37
marin.product_packaging_1082,12x1,12.0,True,True,marin.product_product_1452,marin.stock_package_type_8
marin.product_packaging_1083,2x1,2.0,True,True,marin.product_product_1453,marin.stock_package_type_23
marin.product_packaging_1084,4x1,4.0,True,True,marin.product_product_1454,marin.stock_package_type_25
marin.product_packaging_1085,12x1,12.0,True,True,marin.product_product_1455,marin.stock_package_type_8
marin.product_packaging_1086,12x1,12.0,True,True,marin.product_product_1456,marin.stock_package_type_8
marin.product_packaging_1087,12x1,12.0,True,True,marin.product_product_1461,marin.stock_package_type_8
marin.product_packaging_1088,12x1,12.0,True,True,marin.product_product_1462,marin.stock_package_type_8
marin.product_packaging_1089,12x1,12.0,True,True,marin.product_product_1468,marin.stock_package_type_8
marin.product_packaging_1090,12x1,12.0,True,True,marin.product_product_1477,marin.stock_package_type_8
marin.product_packaging_1091,12x1,12.0,True,True,marin.product_product_1480,marin.stock_package_type_8
marin.product_packaging_1092,12x1,12.0,True,True,marin.product_product_1481,marin.stock_package_type_8
marin.product_packaging_1093,12x1,12.0,True,True,marin.product_product_1482,marin.stock_package_type_8
marin.product_packaging_1094,15x1,15.0,True,True,marin.product_product_1484,marin.stock_package_type_27
marin.product_packaging_1095,16x1,16.0,True,True,marin.product_product_1499,marin.stock_package_type_13
marin.product_packaging_1096,50kg,0.05,True,True,marin.product_product_1500,marin.stock_package_type_43
marin.product_packaging_1097,12x1,12.0,True,True,marin.product_product_1501,marin.stock_package_type_8
marin.product_packaging_1098,12x1,12.0,True,True,marin.product_product_1512,marin.stock_package_type_8
marin.product_packaging_1099,12x1,12.0,True,True,marin.product_product_1513,marin.stock_package_type_8
marin.product_packaging_1100,20x1,20.0,True,True,marin.product_product_1514,marin.stock_package_type_14
marin.product_packaging_1101,20x1,20.0,True,True,marin.product_product_1515,marin.stock_package_type_15
marin.product_packaging_1102,12x1,12.0,True,True,marin.product_product_1517,marin.stock_package_type_8
marin.product_packaging_1103,64x1,64.0,True,True,marin.product_product_1520,marin.stock_package_type_28
marin.product_packaging_1104,12x1,12.0,True,True,marin.product_product_1522,marin.stock_package_type_8
marin.product_packaging_1105,4x1,4.0,True,True,marin.product_product_1523,marin.stock_package_type_25
marin.product_packaging_1106,12x1,12.0,True,True,marin.product_product_1525,marin.stock_package_type_8
marin.product_packaging_1107,12x1,12.0,True,True,marin.product_product_1529,marin.stock_package_type_8
marin.product_packaging_1108,12x1,12.0,True,True,marin.product_product_1530,marin.stock_package_type_8
marin.product_packaging_1109,12x1,12.0,True,True,marin.product_product_1531,marin.stock_package_type_8
marin.product_packaging_1110,120x1,120.0,True,True,marin.product_product_1541,marin.stock_package_type_8
