id,chart_id/id,group_id/id,name,code,currency_mode,invert_sign,account_ids/id
marin.consolidation_account_1000,marin.consolidation_chart_2,marin.consolidation_group_2,Credit card,,Closing Rate,,"marin.account_102_01_000_lmmg,marin.account_202_03_002_lmmr,marin.account_202_03_003_lmmr,marin.account_202_03_004_lmmr,marin.account_202_03_005_lmmr,marin.account_202_03_006_lmmr,marin.account_202_03_007_lmmr"
marin.consolidation_account_1001,marin.consolidation_chart_2,marin.consolidation_group_3,Monederos electronicos,,Closing Rate,,"marin.account_102_01_003_lmmg,marin.account_102_01_003_lmmr"
marin.consolidation_account_1002,marin.consolidation_chart_2,marin.consolidation_group_4,Banco,102.01,Closing Rate,,"marin.account_102_01_001_lmmg,marin.account_102_01_001_lmmr,marin.account_102_01_001_glmm,marin.account_102_01_002_lmmg,marin.account_102_01_002_lmmr,marin.account_102_01_004_lmmg,marin.account_102_01_004_lmmr,marin.account_102_01_010_lmmg,marin.account_102_01_010_glmm,account.6_cuenta115_01"
marin.consolidation_account_1003,marin.consolidation_chart_2,marin.consolidation_group_5,Efectivo,101.01,Closing Rate,,"marin.account_101_01_001_lmmg,marin.account_101_01_001_lmmr,marin.account_101_01_001_glmm,marin.account_101_01_005_lmmr,marin.account_101_01_007_lmmr,account.6_cuenta108_02,account.5_cuenta118_03"
marin.consolidation_account_1004,marin.consolidation_chart_5,marin.consolidation_group_6,Bank suspense account,102.01.000,Closing Rate,,"marin.account_102_01_000_lmmg,marin.account_102_01_000_lmmr"
marin.consolidation_account_1005,marin.consolidation_chart_5,marin.consolidation_group_6,Liquidity transfer,102.01.111,Closing Rate,,"marin.account_102_01_111_lmmg,marin.account_102_01_111_lmmr"
marin.consolidation_account_1006,marin.consolidation_chart_5,marin.consolidation_group_6,Balance transfer between clients,102.01.112,Closing Rate,,marin.account_102_01_112_lmmr
marin.consolidation_account_1007,marin.consolidation_chart_5,marin.consolidation_group_6,VAT in favor,113.01.001,Closing Rate,,"marin.account_113_01_001_lmmg,marin.account_113_01_001_lmmr"
marin.consolidation_account_1008,marin.consolidation_chart_5,marin.consolidation_group_6,Income tax in favor,113.02.001,Closing Rate,,"marin.account_113_02_001_lmmg,marin.account_113_02_001_lmmr"
marin.consolidation_account_1009,marin.consolidation_chart_5,marin.consolidation_group_6,Other taxes in favor,113.08.001,Closing Rate,,"marin.account_113_08_001_lmmg,marin.account_113_08_001_lmmr"
marin.consolidation_account_1010,marin.consolidation_chart_5,marin.consolidation_group_6,Provisional income tax payments,114.01.001,Closing Rate,,"marin.account_114_01_001_lmmg,marin.account_114_01_001_lmmr"
marin.consolidation_account_1011,marin.consolidation_chart_5,marin.consolidation_group_6,Inventory FF,115.01.001,Closing Rate,,"marin.account_115_01_001_lmmg,marin.account_115_01_001_lmmr"
marin.consolidation_account_1012,marin.consolidation_chart_5,marin.consolidation_group_6,Inventory NF,115.01.002,Closing Rate,,"marin.account_115_01_002_lmmg,marin.account_115_01_002_lmmr"
marin.consolidation_account_1013,marin.consolidation_chart_5,marin.consolidation_group_6,Paid VAT creditable,118.01.001,Closing Rate,,"marin.account_118_01_001_lmmg,marin.account_118_01_001_lmmr"
marin.consolidation_account_1014,marin.consolidation_chart_5,marin.consolidation_group_6,Paid IEPS creditable,118.03.001,Closing Rate,,"marin.account_118_03_001_lmmg,marin.account_118_03_001_lmmr"
marin.consolidation_account_1015,marin.consolidation_chart_5,marin.consolidation_group_6,Unpaid VAT creditable,119.01.001,Closing Rate,,"marin.account_119_01_001_lmmg,marin.account_119_01_001_lmmr"
marin.consolidation_account_1016,marin.consolidation_chart_5,marin.consolidation_group_6,Unpaid IEPS creditable,119.03.001,Closing Rate,,"marin.account_119_03_001_lmmg,marin.account_119_03_001_lmmr"
marin.consolidation_account_1017,marin.consolidation_chart_5,marin.consolidation_group_7,Domestic suppliers advance FF,120.01.001,Closing Rate,,"marin.account_120_01_001_lmmg,marin.account_120_01_001_lmmr"
marin.consolidation_account_1018,marin.consolidation_chart_5,marin.consolidation_group_7,Domestic suppliers advance NF,120.01.002,Closing Rate,,"marin.account_120_01_002_lmmg,marin.account_120_01_002_lmmr"
marin.consolidation_account_1019,marin.consolidation_chart_6,marin.consolidation_group_8,Non-deductible unpaid VAT,119.01.002,Closing Rate,,marin.account_119_01_002_lmmr
marin.consolidation_account_1020,marin.consolidation_chart_6,marin.consolidation_group_8,Payments done by thirth party in name of the company FF,202.03.001,Closing Rate,,"marin.account_202_03_001_lmmg,marin.account_202_03_001_lmmr"
marin.consolidation_account_1021,marin.consolidation_chart_6,marin.consolidation_group_8,Bank revolving business credit,202.03.003,Closing Rate,,"marin.account_202_03_003_lmmr,marin.account_202_03_004_lmmr"
marin.consolidation_account_1022,marin.consolidation_chart_6,marin.consolidation_group_8,Bank credit cards,202.03.004,Closing Rate,,"marin.account_202_03_002_lmmr,marin.account_202_03_005_lmmr,marin.account_202_03_006_lmmr,marin.account_202_03_007_lmmr"
marin.consolidation_account_1023,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de maquinaria y equipo FF,504.08.001,Closing Rate,,"marin.account_504_08_001_lmmg,marin.account_504_08_001_lmmr"
marin.consolidation_account_1024,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de maquinaria y equipo NF,504.08.002,Closing Rate,,"marin.account_504_08_002_lmmg,marin.account_504_08_002_lmmr"
marin.consolidation_account_1025,marin.consolidation_chart_7,marin.consolidation_group_9,"Depreciacion de automoviles, autobuses, camiones de carga, etc FF",504.09.001,Closing Rate,,"marin.account_504_09_001_lmmg,marin.account_504_09_001_lmmr"
marin.consolidation_account_1026,marin.consolidation_chart_7,marin.consolidation_group_9,"Depreciacion de automoviles, autobuses, camiones de carga, etc. NF",504.09.002,Closing Rate,,marin.account_504_09_002_lmmr
marin.consolidation_account_1027,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de mobiliario y equipo de oficina FF,504.10.001,Closing Rate,,"marin.account_504_10_001_lmmg,marin.account_504_10_001_lmmr,marin.account_504_10_002_lmmg,marin.account_504_10_002_lmmr"
marin.consolidation_account_1028,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de equipo de computo FF,504.11.001,Closing Rate,,"marin.account_504_11_001_lmmg,marin.account_504_11_001_lmmr"
marin.consolidation_account_1029,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de equipo de comunicacion FF,504.12.001,Closing Rate,,"marin.account_504_12_001_lmmg,marin.account_504_12_001_lmmr"
marin.consolidation_account_1030,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de terrenos FF,504.14.001,Closing Rate,,"marin.account_504_14_001_lmmg,marin.account_504_14_001_lmmr"
marin.consolidation_account_1031,marin.consolidation_chart_7,marin.consolidation_group_9,Depreciacion de terrenos NF,504.14.002,Closing Rate,,"marin.account_504_14_002_lmmg,marin.account_504_14_002_lmmr"
marin.consolidation_account_1032,marin.consolidation_chart_8,marin.consolidation_group_11,Cuentas Incobrables LMMR NF,602.84.003,Closing Rate,,"marin.account_602_84_003_lmmr,marin.account_602_84_004_lmmr,marin.account_602_84_005_lmmr,marin.account_602_84_007_lmmr"
marin.consolidation_account_1033,marin.consolidation_chart_8,marin.consolidation_group_11,Cuentas Incobrables LMMG NF,602.84.004,Closing Rate,,marin.account_602_84_006_lmmr
marin.consolidation_account_1034,marin.consolidation_chart_8,marin.consolidation_group_11,Cuentas Incobrables GLMM NF,602.84.005,Closing Rate,,marin.account_602_84_008_lmmr
marin.consolidation_account_1035,marin.consolidation_chart_8,marin.consolidation_group_12,Honorarios a personas fisicas FF,602.34.001,Closing Rate,,marin.account_602_34_001_lmmr
marin.consolidation_account_1036,marin.consolidation_chart_8,marin.consolidation_group_12,Honorarios a personas fisicas NF,602.34.002,Closing Rate,,marin.account_602_34_002_lmmr
marin.consolidation_account_1037,marin.consolidation_chart_8,marin.consolidation_group_12,Honorarios a personas morales FF,602.38.001,Closing Rate,,marin.account_602_38_001_lmmr
marin.consolidation_account_1038,marin.consolidation_chart_8,marin.consolidation_group_12,Honorarios a personas morales NF,602.38.002,Closing Rate,,marin.account_602_38_002_lmmr
marin.consolidation_account_1039,marin.consolidation_chart_8,marin.consolidation_group_12,Arrendamiento a personas fisicas FF,602.45.001,Closing Rate,,marin.account_602_45_001_lmmr
marin.consolidation_account_1040,marin.consolidation_chart_8,marin.consolidation_group_12,Arrendamiento a personas fisicas NF,602.45.002,Closing Rate,,marin.account_602_45_002_lmmr
marin.consolidation_account_1041,marin.consolidation_chart_8,marin.consolidation_group_12,Arrendamiento a personas morales FF,602.46.001,Closing Rate,,marin.account_602_46_001_lmmr
marin.consolidation_account_1042,marin.consolidation_chart_8,marin.consolidation_group_12,Arrendamiento a personas morales NF,602.46.002,Closing Rate,,marin.account_602_46_002_lmmr
marin.consolidation_account_1043,marin.consolidation_chart_8,marin.consolidation_group_12,Combustibles y lubricantes FF,602.48.001,Closing Rate,,"marin.account_602_48_001_lmmg,marin.account_602_48_001_lmmr"
marin.consolidation_account_1044,marin.consolidation_chart_8,marin.consolidation_group_12,Combustibles y lubricantes NF,602.48.002,Closing Rate,,"marin.account_602_48_002_lmmg,marin.account_602_48_002_lmmr"
marin.consolidation_account_1045,marin.consolidation_chart_8,marin.consolidation_group_12,Viaticos y gastos de viaje FF,602.49.001,Closing Rate,,"marin.account_602_49_001_lmmg,marin.account_602_49_001_lmmr"
marin.consolidation_account_1046,marin.consolidation_chart_8,marin.consolidation_group_12,Viaticos y gastos de viaje NF,602.49.002,Closing Rate,,"marin.account_602_49_002_lmmg,marin.account_602_49_002_lmmr"
marin.consolidation_account_1047,marin.consolidation_chart_8,marin.consolidation_group_12,"Telefono, internet FF",602.50.001,Closing Rate,,"marin.account_602_50_001_lmmg,marin.account_602_50_001_lmmr"
marin.consolidation_account_1048,marin.consolidation_chart_8,marin.consolidation_group_12,"Telefono, internet NF",602.50.002,Closing Rate,,"marin.account_602_50_002_lmmg,marin.account_602_50_002_lmmr"
marin.consolidation_account_1049,marin.consolidation_chart_8,marin.consolidation_group_12,Agua FF,602.51.001,Closing Rate,,"marin.account_602_51_001_lmmg,marin.account_602_51_001_lmmr"
marin.consolidation_account_1050,marin.consolidation_chart_8,marin.consolidation_group_12,Agua NF,602.51.002,Closing Rate,,marin.account_602_51_002_lmmr
marin.consolidation_account_1051,marin.consolidation_chart_8,marin.consolidation_group_12,Energia electrica FF,602.52.001,Closing Rate,,"marin.account_601_52_001_lmmg,marin.account_601_52_002_lmmg,marin.account_602_52_001_lmmg,marin.account_602_52_001_lmmr"
marin.consolidation_account_1052,marin.consolidation_chart_8,marin.consolidation_group_12,Energia electrica NF,602.52.002,Closing Rate,,"marin.account_602_52_002_lmmg,marin.account_602_52_002_lmmr"
marin.consolidation_account_1053,marin.consolidation_chart_8,marin.consolidation_group_12,Vigilancia y seguridad NF,602.53.002,Closing Rate,,marin.account_602_53_002_lmmr
marin.consolidation_account_1054,marin.consolidation_chart_8,marin.consolidation_group_12,Articulos y gastos de Limpieza FF,602.54.001,Closing Rate,,"marin.account_602_54_001_lmmg,marin.account_602_54_001_lmmr"
marin.consolidation_account_1055,marin.consolidation_chart_8,marin.consolidation_group_12,Articulos  y gastos de Limpieza NF,602.54.002,Closing Rate,,"marin.account_602_54_002_lmmg,marin.account_602_54_002_lmmr"
marin.consolidation_account_1056,marin.consolidation_chart_8,marin.consolidation_group_12,Mantenimiento y conservacion FF,602.56.001,Closing Rate,,"marin.account_602_56_001_lmmg,marin.account_602_56_001_lmmr"
marin.consolidation_account_1057,marin.consolidation_chart_8,marin.consolidation_group_12,Mantenimiento y conservacion NF,602.56.002,Closing Rate,,"marin.account_602_56_002_lmmg,marin.account_602_56_002_lmmr"
marin.consolidation_account_1058,marin.consolidation_chart_8,marin.consolidation_group_12,Seguros y fianzas FF,602.57.001,Closing Rate,,"marin.account_602_57_001_lmmg,marin.account_602_57_001_lmmr"
marin.consolidation_account_1059,marin.consolidation_chart_8,marin.consolidation_group_12,Otros impuestos y derechos NF,602.58.002,Closing Rate,,marin.account_602_58_002_lmmr
marin.consolidation_account_1060,marin.consolidation_chart_8,marin.consolidation_group_12,"Promocion, Propaganda y Publicidad FF",602.61.001,Closing Rate,,"marin.account_602_61_001_lmmg,marin.account_602_61_001_lmmr"
marin.consolidation_account_1061,marin.consolidation_chart_8,marin.consolidation_group_12,"Promocion, Propaganda y Publicidad NF",602.61.002,Closing Rate,,"marin.account_602_61_002_lmmg,marin.account_602_61_002_lmmr"
